id,kind,document,where,statistic,printed,source,locator,transform,status,note
OA248,number,appendix_v3.tex,"III.2, Table A21 Panel F",its SE,0.010,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='quartiles_vs_q1' and young_band=='22-25' and term=='q4_vs_q1_tau'|se,,,
OA249,derived,appendix_v3.tex,"III.3, Table A27","tau at a floor of sixty person-months, 22-25",-0.041,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_size.csv,a=csv:young_band=='22-25' and spec=='floor_60' and term=='post_x_high_x_young'|coef;b=csv:young_band=='22-25' and spec=='floor_60' and term=='interim_x_high_x_young'|coef,a-b,,
OA250,derived,appendix_v3.tex,"III.3, Table A27","tau at a floor of sixty person-months, 26-30",-0.041,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_size.csv,a=csv:young_band=='26-30' and spec=='floor_60' and term=='post_x_high_x_young'|coef;b=csv:young_band=='26-30' and spec=='floor_60' and term=='interim_x_high_x_young'|coef,a-b,,
OA251,derived,appendix_v3.tex,"III.3, Table A27","tau, employers with 4 or more incumbents, 22-25",-0.042,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_size.csv,a=csv:young_band=='22-25' and spec=='tercile_3' and term=='post_x_high_x_young'|coef;b=csv:young_band=='22-25' and spec=='tercile_3' and term=='interim_x_high_x_young'|coef,a-b,,
OA252,derived,appendix_v3.tex,"III.3, Table A27","tau, employers with 4 or more incumbents, 26-30",-0.041,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_size.csv,a=csv:young_band=='26-30' and spec=='tercile_3' and term=='post_x_high_x_young'|coef;b=csv:young_band=='26-30' and spec=='tercile_3' and term=='interim_x_high_x_young'|coef,a-b,,
OA253,derived,appendix_v3.tex,"III.3, Table A27","tau, employers with 1 to 3 incumbents, 22-25",-0.019,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_size.csv,a=csv:young_band=='22-25' and spec=='tercile_2' and term=='post_x_high_x_young'|coef;b=csv:young_band=='22-25' and spec=='tercile_2' and term=='interim_x_high_x_young'|coef,a-b,,
OA254,derived,appendix_v3.tex,"III.3, Table A27",its SE,0.017,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/vcov_s83_size_tercile_2_22_25.csv,a=csv:term=='post_x_high_x_young'|post_x_high_x_young;b=csv:term=='interim_x_high_x_young'|interim_x_high_x_young;c=csv:term=='post_x_high_x_young'|interim_x_high_x_young,sqrt(a+b-2*c),,
OA255,number,appendix_v3.tex,"IV.1, Table A42","no code under the register rule, ages 22-69, lowest",3.6,output/tables/tableA_nonmatch.tex,regex:Aged 22 to 69 & [0-9.]+ & [0-9.]+ & [0-9.]+ & ([0-9.]+) &,,,
OA256,number,appendix_v3.tex,"IV.1, Table A42","no code under the register rule, ages 22-69, highest",6.0,output/tables/tableA_nonmatch.tex,regex:Aged 22 to 69 & [0-9.]+ & [0-9.]+ & ([0-9.]+) &,,,
OA257,number,appendix_v3.tex,"IV.1, Table A42",no code at 22-25 in 2023,8.4,output/tables/tableA_nonmatch.tex,regex:Aged 22 to 25 & [0-9.]+ & [0-9.]+ & [0-9.]+ & ([0-9.]+) &,,,
OA258,number,appendix_v3.tex,"IV.1, Table A42",no code at 22-25 in 2024,12.8,output/tables/tableA_nonmatch.tex,regex:Aged 22 to 25 & [0-9.]+ & [0-9.]+ & [0-9.]+ & [0-9.]+ & ([0-9.]+) &,,,
OA259,number,appendix_v3.tex,"IV.1, Table A42",no code at 22-25 in 2025,17.8,output/tables/tableA_nonmatch.tex,regex:Aged 22 to 25 & [0-9.]+ & [0-9.]+ & [0-9.]+ & [0-9.]+ & [0-9.]+ & ([0-9.]+) \\\\,,,
OA260,number,appendix_v3.tex,IV.1,"tau at 22-25, workers on the payroll in November 2022",-0.327,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='M' and spec=='baseline_22_25' and term=='tau'|coef,,,
OA261,number,appendix_v3.tex,IV.1,its SE,0.018,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='M' and spec=='baseline_22_25' and term=='tau'|se,,,
OA262,number,appendix_v3.tex,IV.1,"tau at 22-25, all other workers",-0.074,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='M' and spec=='other_22_25' and term=='tau'|coef,,,
OA263,number,appendix_v3.tex,IV.1,its SE,0.023,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='M' and spec=='other_22_25' and term=='tau'|se,,,
OA264,number,appendix_v3.tex,IV.1,"employers, payroll-in-November-2022 group","65,595",3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='M' and spec=='baseline_22_25' and term=='tau'|n_firms,,,
OA265,number,appendix_v3.tex,IV.1,"employers, all other workers","82,481",3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='M' and spec=='other_22_25' and term=='tau'|n_firms,,,
OA266,number,appendix_v3.tex,"IV.3, Table A33","sample inclusion alone, 2021 truncation ('-0.012')",-0.011,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,csv:trunc==2021 and arm=='B_minus_A' and support=='harmonised'|gamma2,,,"the text rounds the table's -0.0115; the export holds -0.011475, which rounds to -0.011"
OA267,number,appendix_v3.tex,"IV.3, Table A33","sample inclusion alone, 2022 truncation",-0.009,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,csv:trunc==2022 and arm=='B_minus_A' and support=='harmonised'|gamma2,,,
OA268,number,appendix_v3.tex,"IV.3, Table A33","re-coding alone, 2021 truncation",-0.276,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,csv:trunc==2021 and arm=='C_minus_B' and support=='harmonised'|gamma2,,,
OA269,number,appendix_v3.tex,"IV.3, Table A33","re-coding alone, 2022 truncation",-0.139,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,csv:trunc==2022 and arm=='C_minus_B' and support=='harmonised'|gamma2,,,
OA270,derived,appendix_v3.tex,"IV.3, Table A33","re-coding's share of the difference, 2021, per cent",96,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,a=csv:trunc==2021 and arm=='C_minus_B' and support=='harmonised'|gamma2;b=csv:trunc==2021 and arm=='C_minus_A' and support=='harmonised'|gamma2,100*a/b,,
OA271,derived,appendix_v3.tex,"IV.3, Table A33","re-coding's share of the difference, 2022, per cent",94,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,a=csv:trunc==2022 and arm=='C_minus_B' and support=='harmonised'|gamma2;b=csv:trunc==2022 and arm=='C_minus_A' and support=='harmonised'|gamma2,100*a/b,,
OA272,derived,appendix_v3.tex,"IV.3, Table A33","spread of retained observations across the arms, 2021, per cent of the input ('under two')",two,3_register_mona/exports/2026-09-26_1040_s98b/backtest_common.csv,a=csv:trunc==2021 and arm=='A' and support=='harmonised'|cells_used;c=csv:trunc==2021 and arm=='C' and support=='harmonised'|cells_used;n=csv:trunc==2021 and arm=='A' and support=='harmonised'|cells,100*(a-c)/n,,1.5 per cent of the input cells at 2021 (2.3 per cent of the retained cells); 0.9 per cent at 2022
OA273,number,appendix_v3.tex,IV.3,the occupation-classified design by OLS on ln(1+n),-0.010,3_register_mona/exports/2026-09-20_1735_s39-s41/output_39__canary_gate_results.csv,csv:estimator=='OLS+1'|gamma2,,,
OA274,number,appendix_v3.tex,IV.4,"incumbent codes observed in 2020, per cent",1.94,3_register_mona/exports/2026-09-22_2232_s82-partA/occ_route_coverage.csv,csv:panel=='baseline 2019' and block=='ssyk_ar' and group=='2020'|share,100*x,,
OA275,number,appendix_v3.tex,IV.4,incumbent codes from register files after 2019,"71,882",3_register_mona/exports/2026-09-25_1459_s99/99_summary.txt,"regex:score: ([\d,]+) incumbent-frame rows carry a code recorded after 2019",,,
OA276,number,appendix_v3.tex,IV.4,scored employers,"262,089",3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_size.csv,csv:young_band=='22-25' and spec=='floor_5' and term=='post_x_high_x_young'|n_scored,,,
OA277,number,appendix_v3.tex,VI.1,tau on the rebuilt sex-specific counts,-0.039862,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='R' and spec=='rebuilt_22_25' and term=='tau'|coef,,,
OA278,number,appendix_v3.tex,VI.1,its SE,0.010245,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='R' and spec=='rebuilt_22_25' and term=='tau'|se,,,
OA279,number,appendix_v3.tex,VI.1,"tau on the paper's counts, six decimals",-0.039862,3_register_mona/exports/2026-09-25_1459_s99/measurement_estimates.csv,csv:part=='G' and spec=='gate_22_25' and term=='tau'|coef,,,
OA280,number,appendix_v3.tex,VI.1,panel cells differing by one person-month in the pooled comparison,657,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='R' and spec=='estimation_panel_22_25' and term=='cells_with_gap'|coef,,,
OA281,number,appendix_v3.tex,VI.1,panel cells,"24,884,226",3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='F' and spec=='gate_pooled' and term=='tau'|n_obs,,,
OA282,number,appendix_v3.tex,VI.1,"persons under two sex codes, 2019 register",8,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='I' and spec=='Individ_2019' and term=='persons_multisex'|coef,,,
OA283,number,appendix_v3.tex,VI.1,"persons under two sex codes, 2021 register",7,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='I' and spec=='Individ_2021' and term=='persons_multisex'|coef,,,
OA284,number,appendix_v3.tex,VI.1,"persons under two sex codes, 2023 register",9,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='I' and spec=='Individ_2023' and term=='persons_multisex'|coef,,,
OA285,number,appendix_v3.tex,VI.1,"persons in the 2019 register, millions",8.5,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='I' and spec=='Individ_2019' and term=='persons'|coef,x/1e6,,
OA286,number,appendix_v3.tex,VI.1,"persons in the 2023 register, millions",8.7,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='I' and spec=='Individ_2023' and term=='persons'|coef,x/1e6,,
OA287,number,appendix_v3.tex,VI.1,female differential without the two-sex persons,-0.0714,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='F' and spec=='sex_no_multisex' and term=='tau'|coef,,,
OA288,number,appendix_v3.tex,VI.1,its SE,0.0109,3_register_mona/exports/2026-09-26_0827_s100-s101/provenance.csv,csv:part=='F' and spec=='sex_no_multisex' and term=='tau'|se,,,
OA289,number,appendix_v3.tex,"VI.1, Table A41","unlinked share, top quartile, interim, per cent",0.262,3_register_mona/exports/2026-09-26_0827_s100-s101/unlinked_accounting.csv,csv:group=='high' and period=='interim'|share_u_pooled,100*x,,
OA290,number,appendix_v3.tex,"VI.1, Table A41","unlinked share, top quartile, later, per cent",0.240,3_register_mona/exports/2026-09-26_0827_s100-s101/unlinked_accounting.csv,csv:group=='high' and period=='later'|share_u_pooled,100*x,,
OA291,number,appendix_v3.tex,"VI.1, Table A41","unlinked share, other employers, interim, per cent",0.196,3_register_mona/exports/2026-09-26_0827_s100-s101/unlinked_accounting.csv,csv:group=='other' and period=='interim'|share_u_pooled,100*x,,
OA292,number,appendix_v3.tex,"VI.1, Table A41","unlinked share, other employers, later, per cent",0.200,3_register_mona/exports/2026-09-26_0827_s100-s101/unlinked_accounting.csv,csv:group=='other' and period=='later'|share_u_pooled,100*x,,
OA293,derived,appendix_v3.tex,"VI.1, Table A41","narrowing of the unlinked gap once the register ends, pp",0.027,3_register_mona/exports/2026-09-26_0827_s100-s101/unlinked_accounting.csv,a=csv:group=='high' and period=='interim'|share_u_pooled;b=csv:group=='other' and period=='interim'|share_u_pooled;c=csv:group=='high' and period=='later'|share_u_pooled;d=csv:group=='other' and period=='later'|share_u_pooled,100*((a-b)-(c-d)),,0.0266 on the unrounded shares; the table's differences of the printed shares give 0.066 - 0.040
OA294,number,appendix_v3.tex,"VI.1, Table A41","tipping point, per cent of the band's later-period counts",4.1,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='P' and spec=='tipping' and term=='m_star'|coef,100*x,,
OA295,number,appendix_v3.tex,"VI.1, Table A41",tipping point in person-months,"41,303",3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='P' and spec=='tipping' and term=='young_pm_needed'|coef,,,
OA296,derived,appendix_v3.tex,"VI.1, Table A41","the band's share of declared person-months at exposed employers, per cent",4.4,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,a=csv:part=='P' and spec=='tipping' and term=='young_pm_high_later_Y'|coef;b=csv:part=='P' and spec=='tipping' and term=='A_high_later'|coef,100*a/b,,
OA297,number,appendix_v3.tex,"VI.1, Table A41",tau with every unlinked person-month added,-0.041,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='P' and spec=='x_all' and term=='tau'|coef,,,
OA298,number,appendix_v3.tex,"VI.1, Table A41",its SE,0.010,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='P' and spec=='x_all' and term=='tau'|se,,,
OA299,number,appendix_v3.tex,"VI.1, Table A41",tau with the later-period excess added,-0.031,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='P' and spec=='x_diff' and term=='tau'|coef,,,
OA300,number,appendix_v3.tex,"VI.1, Table A41",its SE,0.010,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='P' and spec=='x_diff' and term=='tau'|se,,,
OA301,number,appendix_v3.tex,"VI.1, Table A41","tipping point for the female differential, per cent",7.4,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='S' and spec=='tipping' and term=='m_star'|coef,100*x,,
OA302,derived,appendix_v3.tex,"VI.1, Table A41","young women's share of declared person-months at exposed employers, per cent",2.1,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,a=csv:part=='S' and spec=='tipping' and term=='young_pm_high_later_Y'|coef;b=csv:part=='S' and spec=='tipping' and term=='A_high_later'|coef,100*a/b,,
OA303,number,appendix_v3.tex,"VI.1, Table A41",female differential with every unlinked person-month added,-0.072,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='S' and spec=='x_all' and term=='tau'|coef,,,
OA304,number,appendix_v3.tex,"VI.1, Table A41",its SE,0.011,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='S' and spec=='x_all' and term=='tau'|se,,,
OA305,number,appendix_v3.tex,"VI.1, Table A41",female differential with the later-period excess added,-0.056,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='S' and spec=='x_diff' and term=='tau'|coef,,,
OA306,number,appendix_v3.tex,"VI.1, Table A41",its SE,0.011,3_register_mona/exports/2026-09-26_0827_s100-s101/tipping_point.csv,csv:part=='S' and spec=='x_diff' and term=='tau'|se,,,
OA307,number,appendix_v3.tex,"VI.1, Table A42","overall non-match rate, lowest year",15.3,output/tables/tableA_nonmatch.tex,regex:All ages & [0-9.]+ & [0-9.]+ & [0-9.]+ & ([0-9.]+) &,,,
OA308,number,appendix_v3.tex,"VI.1, Table A42","overall non-match rate, highest year",18.4,output/tables/tableA_nonmatch.tex,regex:All ages & [0-9.]+ & [0-9.]+ & ([0-9.]+) &,,,
OA309,number,appendix_v3.tex,"VI.1, Table A42","share of declared person-months above 69, lowest",13,output/tables/tableA_nonmatch.tex,regex:Share of all person-months[\s\S]*?Above 69 & ([0-9.]+) &,,,13.1 in 2020
OA310,number,appendix_v3.tex,"VI.1, Table A42","share of declared person-months above 69, highest",15,output/tables/tableA_nonmatch.tex,regex:Share of all person-months[\s\S]*?Above 69 & [0-9.]+ & [0-9.]+ & [0-9.]+ & [0-9.]+ & [0-9.]+ & ([0-9.]+) \\\\,,,15.4 in 2025
OA311,number,appendix_v3.tex,III.2 text,tau at 22-25 with eleven month-of-year terms,-0.038,3_register_mona/exports/2026-09-26_1208_s102/month_of_year.csv,csv:spec=='month_of_year' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA312,number,appendix_v3.tex,III.2 text,"its SE, by employer",0.010,3_register_mona/exports/2026-09-26_1208_s102/month_of_year.csv,csv:spec=='month_of_year' and young_band=='22-25' and term=='hy_tau'|se,,,
OA313,number,appendix_v3.tex,III.2 text,"tau at 22-25 with the quarter terms, the same run's gate",-0.040,3_register_mona/exports/2026-09-26_1208_s102/month_of_year.csv,csv:spec=='gate' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA314,number,appendix_v3.tex,III.2 text,female differential at 22-25 with month-of-year terms,-0.070,3_register_mona/exports/2026-09-26_1208_s102/month_of_year.csv,csv:spec=='sex_month_of_year' and young_band=='22-25' and term=='hyf_tau'|coef,,,
OA315,number,appendix_v3.tex,III.2 text,"its SE, by employer",0.011,3_register_mona/exports/2026-09-26_1208_s102/month_of_year.csv,csv:spec=='sex_month_of_year' and young_band=='22-25' and term=='hyf_tau'|se,,,
OA316,number,appendix_v3.tex,III.2 text,"female differential with the quarter terms, the same run's gate",-0.071,3_register_mona/exports/2026-09-26_1208_s102/month_of_year.csv,csv:spec=='sex_gate' and young_band=='22-25' and term=='hyf_tau'|coef,,,
OA317,number,appendix_v3.tex,"I, data",correlation of the DAIOE and Eloundou scores across occupations,0.87,3_register_mona/exports/2026-09-20_2148_s61-s63/output_63__measure_correlation.csv,csv:a=='daioe' and b=='eloundou'|corr,,,the register run's own number; 5_occupation_register_public/03 reproduces it
OA318,number,appendix_v3.tex,"I, data",occupations both measures score,393,3_register_mona/exports/2026-09-20_2148_s61-s63/output_63__measure_correlation.csv,csv:a=='daioe' and b=='eloundou'|n_occ,,,
OA319,number,appendix_v3.tex,"I, data","employment on the same side of the top-quartile cut on both measures, per cent",83,output/results/exposure_measure_agreement.csv,"csv:sample=='employees 16-64, 2024'|same_class",100*x,,
OA320,number,appendix_v3.tex,"I, data","of the employment DAIOE places in its top quartile, the share the Eloundou score does too, per cent",73,output/results/exposure_measure_agreement.csv,"csv:sample=='employees 16-64, 2024'|daioe_top_also_eloundou_top",100*x,,
OA321,number,appendix_v3.tex,III.2 text,occupation-scaled coefficient at 22-25 per SD of DAIOE,-0.013,3_register_mona/exports/2026-09-20_2148_s61-s63/output_63__robustness_gradient.csv,csv:age_group=='22-25' and measure=='daioe' and outcome=='stock' and dating=='adoption'|coef,,,
OA322,number,appendix_v3.tex,III.2 text,its SE,0.011,3_register_mona/exports/2026-09-20_2148_s61-s63/output_63__robustness_gradient.csv,csv:age_group=='22-25' and measure=='daioe' and outcome=='stock' and dating=='adoption'|se,,,
OA323,number,appendix_v3.tex,III.2 text,the same per SD of the Eloundou rating,-0.013,3_register_mona/exports/2026-09-20_2148_s61-s63/output_63__robustness_gradient.csv,csv:age_group=='22-25' and measure=='eloundou' and outcome=='stock' and dating=='adoption'|coef,,,
OA324,number,appendix_v3.tex,III.2 text,its SE,0.009,3_register_mona/exports/2026-09-20_2148_s61-s63/output_63__robustness_gradient.csv,csv:age_group=='22-25' and measure=='eloundou' and outcome=='stock' and dating=='adoption'|se,,,
OA325,number,appendix_v3.tex,III.2 text,"tau at 22-25, Eloundou classification, common employers",-0.024,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA326,number,appendix_v3.tex,III.2 text,its SE by employer,0.019,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|se,,,
OA327,number,appendix_v3.tex,III.2 text,its SE by industry,0.023,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='E' and spec=='eloundou_indcl' and young_band=='22-25' and term=='hy_tau'|se,,,
OA328,number,appendix_v3.tex,III.2 text,"tau at 22-25, DAIOE, the same common employers",-0.039,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='D' and spec=='daioe_common' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA329,number,appendix_v3.tex,III.2 text,its SE,0.010,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='D' and spec=='daioe_common' and young_band=='22-25' and term=='hy_tau'|se,,,
OA330,number,appendix_v3.tex,III.2 text,"female differential, Eloundou classification",-0.071,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='E' and spec=='sex_eloundou' and young_band=='22-25' and term=='hyf_tau'|coef,,,
OA331,number,appendix_v3.tex,III.2 text,"female differential, DAIOE, common employers",-0.072,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='D' and spec=='sex_daioe_common' and young_band=='22-25' and term=='hyf_tau'|coef,,,
OA332,number,appendix_v3.tex,III.2 text,common employers at 22-25,"103,064",3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|n_firms,,,
OA333,number,appendix_v3.tex,III.2 and Part I text,"share of DAIOE top-quartile employers in the Eloundou top quartile, per cent",92.5,3_register_mona/exports/2026-09-26_1527_s103/classification_agreement.csv,csv:population=='all_scored_employers' and statistic=='share_top_daioe_also_top_eloundou'|value,100*x,,
OA334,number,appendix_v3.tex,III.2 text,"the same by incumbent employment, per cent",91.8,3_register_mona/exports/2026-09-26_1527_s103/classification_agreement.csv,csv:population=='all_scored_employers' and statistic=='employment_share_top_daioe_also_top_eloundou'|value,100*x,,
OA335,number,appendix_v3.tex,III.2 text,Spearman correlation of the employer scores,0.91,3_register_mona/exports/2026-09-26_1527_s103/classification_agreement.csv,csv:population=='all_scored_employers' and statistic=='spearman_employer_scores'|value,,,
OA336,number,appendix_v3.tex,III.2 text,tau at 26-30 on the Eloundou classification,-0.039,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,csv:part=='E' and spec=='eloundou' and young_band=='26-30' and term=='hy_tau'|coef,,,
OA337,derived,appendix_v3.tex,III.2 text,"tau at 22-25, Eloundou classification, 95% interval lower bound",-0.062,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,b=csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|coef;s=csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|se,b-1.96*s,,
OA338,derived,appendix_v3.tex,III.2 text,"tau at 22-25, Eloundou classification, 95% interval upper bound",+0.013,3_register_mona/exports/2026-09-26_1527_s103/eloundou_classification.csv,b=csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|coef;s=csv:part=='E' and spec=='eloundou' and young_band=='22-25' and term=='hy_tau'|se,b+1.96*s,,
OA339,derived,appendix_v3.tex,"VI.1, Table A39","share of counted person-months with cash pay, all bands pooled over periods, per cent",94.0,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='reference' and band=='all' and group=='all'|n_pay;b=csv:period=='tightening' and band=='all' and group=='all'|n_pay;c=csv:period=='interim' and band=='all' and group=='all'|n_pay;d=csv:period=='later' and band=='all' and group=='all'|n_pay;e=csv:period=='reference' and band=='all' and group=='all'|n_emp;f=csv:period=='tightening' and band=='all' and group=='all'|n_emp;g=csv:period=='interim' and band=='all' and group=='all'|n_emp;h=csv:period=='later' and band=='all' and group=='all'|n_emp,100*(a+b+c+d)/(e+f+g+h),,
OA340,derived,appendix_v3.tex,"VI.1, Table A39","share with cash pay at 22-25, pooled, per cent",96.5,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='reference' and band=='22-25' and group=='all'|n_pay;b=csv:period=='tightening' and band=='22-25' and group=='all'|n_pay;c=csv:period=='interim' and band=='22-25' and group=='all'|n_pay;d=csv:period=='later' and band=='22-25' and group=='all'|n_pay;e=csv:period=='reference' and band=='22-25' and group=='all'|n_emp;f=csv:period=='tightening' and band=='22-25' and group=='all'|n_emp;g=csv:period=='interim' and band=='22-25' and group=='all'|n_emp;h=csv:period=='later' and band=='22-25' and group=='all'|n_emp,100*(a+b+c+d)/(e+f+g+h),,
OA341,derived,appendix_v3.tex,"VI.1, Table A39","share with cash pay at 31-69, pooled, per cent",93.4,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='reference' and band=='31-69' and group=='all'|n_pay;b=csv:period=='tightening' and band=='31-69' and group=='all'|n_pay;c=csv:period=='interim' and band=='31-69' and group=='all'|n_pay;d=csv:period=='later' and band=='31-69' and group=='all'|n_pay;e=csv:period=='reference' and band=='31-69' and group=='all'|n_emp;f=csv:period=='tightening' and band=='31-69' and group=='all'|n_emp;g=csv:period=='interim' and band=='31-69' and group=='all'|n_emp;h=csv:period=='later' and band=='31-69' and group=='all'|n_emp,100*(a+b+c+d)/(e+f+g+h),,
OA342,derived,appendix_v3.tex,"VI.1, Table A39","top minus rest change in the cash-pay share, later minus interim, 22-25, pp",-0.8,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='later' and band=='22-25' and group=='top'|share_pay;b=csv:period=='later' and band=='22-25' and group=='rest'|share_pay;c=csv:period=='interim' and band=='22-25' and group=='top'|share_pay;d=csv:period=='interim' and band=='22-25' and group=='rest'|share_pay,100*((a-b)-(c-d)),,
OA343,derived,appendix_v3.tex,"VI.1, Table A39","the same at 31-69, pp",-0.6,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='later' and band=='31-69' and group=='top'|share_pay;b=csv:period=='later' and band=='31-69' and group=='rest'|share_pay;c=csv:period=='interim' and band=='31-69' and group=='top'|share_pay;d=csv:period=='interim' and band=='31-69' and group=='rest'|share_pay,100*((a-b)-(c-d)),,
OA344,derived,appendix_v3.tex,"VI.1, Table A39",movement of tau on the shares if cash-pay person-months alone were counted,-0.0025,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='later' and band=='22-25' and group=='top'|share_pay;b=csv:period=='interim' and band=='22-25' and group=='top'|share_pay;c=csv:period=='later' and band=='22-25' and group=='rest'|share_pay;d=csv:period=='interim' and band=='22-25' and group=='rest'|share_pay;e=csv:period=='later' and band=='31-69' and group=='top'|share_pay;f=csv:period=='interim' and band=='31-69' and group=='top'|share_pay;g=csv:period=='later' and band=='31-69' and group=='rest'|share_pay;h=csv:period=='interim' and band=='31-69' and group=='rest'|share_pay,(log(a/b)-log(c/d))-(log(e/f)-log(g/h)),,
OA345,derived,appendix_v3.tex,"VI.1, Table A39","counted person-months 2021-2025, millions",284.7,3_register_mona/exports/2026-09-26_1909_s104/payment_rule.csv,a=csv:period=='reference' and band=='all' and group=='all'|n_emp;b=csv:period=='tightening' and band=='all' and group=='all'|n_emp;c=csv:period=='interim' and band=='all' and group=='all'|n_emp;d=csv:period=='later' and band=='all' and group=='all'|n_emp,(a+b+c+d)/1e6,,
OA346,number,appendix_v3.tex,"VI.1, Table A39 Panel D","2019 scoring person-months with cash pay, top quartile, per cent",94.9,3_register_mona/exports/2026-09-26_1909_s104/payment_rule_2019_incumbents.csv,csv:group=='top'|share_pay,100*x,,
OA347,number,appendix_v3.tex,"VI.1, Table A39 Panel D","the same, other quartiles, per cent",92.5,3_register_mona/exports/2026-09-26_1909_s104/payment_rule_2019_incumbents.csv,csv:group=='rest'|share_pay,100*x,,
